repository,revision,current_site,line,reference_kind,current_reference,consumer_owner,replacement_tt_transformers_contract,compatibility_shim_need,shim_duration,test_gate,cutover_order,external_status
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,166,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,175,ci_or_test_path,cmd: HF_HUB_OFFLINE=1 HF_HOME=/mnt/MLPerf/huggingface HF_MODEL=meta-llama/Llama-3.1-8B-Instruct TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/lm_head_1d pytest --tb=short models/common/tests/modules/lm_head,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_sweep_tests.yaml,177,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1560,ci_or_test_path,"pytest --timeout 300 models/common/tests/test_sampling.py -k ""ttsampling or num_single_device_vocab_splits or untilize_chunk_count or seed or slot_remap or topk_route_mirror_parity""",tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1576,ci_or_test_path,pytest --tb=short --ignore=models/common/tests/modules models/common/tests,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1578,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1591,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/mlp_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1592,ci_or_test_path,pytest models/common/tests/modules/mlp/test_mlp_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1598,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1600,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1613,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/rmsnorm_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1614,ci_or_test_path,pytest models/common/tests/modules/rmsnorm/test_rmsnorm_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1620,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1622,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1635,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/rope_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1636,ci_or_test_path,pytest models/common/tests/modules/rope/test_rope_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1642,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1644,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1657,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/lm_head_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1658,ci_or_test_path,pytest models/common/tests/modules/lm_head/test_lm_head_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1664,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1666,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1678,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/attention_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1679,ci_or_test_path,pytest models/common/tests/modules/attention/test_attention_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1685,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1687,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1700,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/embedding_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1701,ci_or_test_path,pytest models/common/tests/modules/embedding/test_embedding_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1707,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1709,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1722,ci_or_test_path,pytest models/common/tests/modules/sampling/test_penalties_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1728,ci_or_test_path,--cov-config=models/common/tests/setup.cfg || fail=1,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1729,ci_or_test_path,pytest models/common/tests/modules/sampling/test_sampling_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1735,ci_or_test_path,--cov-config=models/common/tests/setup.cfg || fail=1,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1738,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1751,ci_or_test_path,pytest models/common/tests/modules/rmsnorm/test_rmsnorm_2d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1757,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1759,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1772,ci_or_test_path,pytest models/common/tests/modules/mlp/test_mlp_2d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1778,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1780,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1793,ci_or_test_path,pytest models/common/tests/test_auto_compose.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1798,ci_or_test_path,--cov-config=models/common/tests/setup.cfg,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/pipeline_reorg/models_unit_tests.yaml,1800,ci_or_test_path,model_family: TTTv2,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,261,ci_or_test_path,run_t3000_tttv2_fast_unit_tests() {,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,265,ci_or_test_path,pytest --tb=short --ignore=models/common/tests/modules models/common/tests ; fail+=$?,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,270,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/mlp_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,271,ci_or_test_path,pytest models/common/tests/modules/mlp/test_mlp_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,277,ci_or_test_path,--cov-config=models/common/tests/setup.cfg ; fail+=$?,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,281,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/rmsnorm_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,282,ci_or_test_path,pytest models/common/tests/modules/rmsnorm/test_rmsnorm_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,288,ci_or_test_path,--cov-config=models/common/tests/setup.cfg ; fail+=$?,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,292,ci_or_test_path,TT_CACHE_PATH=/mnt/MLPerf/huggingface/tt_cache/tttv2/rope_1d \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
tt-metal,00748e6ac7b65f50e5c2af07f6e7c1c535c7f4c0,tests/scripts/t3000/run_t3000_unit_tests.sh,293,ci_or_test_path,pytest models/common/tests/modules/rope/test_rope_1d.py \,tt-metal models CI owners,"Install tt-transformers==<approved-release> (exact pin plus wheel hash/lockfile); invoke standalone tests/examples or qualification tools from the pinned release checkout, never the removed in-tree path.",no path shim; CI workflow changes atomically,none,CI manifest syntax plus host dry-run and scheduled same-version hardware lane,4-switch-ci-after-consumer-imports,not_cut_over
